ExComp,ExAddress,ExCountry,ExComm,ExHSCode,ExDept,ExFName,ExLName,ExJobTitle,ExEmail,ExPhone,ExMobile,ExWA,ExLinkedIn,ExURL
wuyi xinhongrui tools,dongnan industrial area wuyi zhejiang cn / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
heroes gift packing,zhongshan eastern guangdong provinc / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
global international,co unit 902-903 9/f fu hang industrial building 1 hok yuen street east hung kpm kowloon hong / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
yongjiaxin gifts crafts factory,a1 no 87 of tongxinroad tongle vil lage longgangdistrict shenzhen 518116 china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
suntime import export,east wing 4f rm 6 zhangqi bldg 51 kangle ave torch developmentzone zhongshan city prc zhongshan guangdong / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
kaider trade,3f jinyu building 1223danxi road zhejiang cn / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
neo source,30f block b room i window to modernization huaqiangbei futian shenzhen 518031 china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
minghou industrial,wanxing industrial park huizhou 516000 cn / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
shanghai kai xin import export,17/f minmmetals building 757 guang shanghai china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
zhongshan w m s industrial,3 road qingfeng jixi xiaolan town zhongshan guangdong china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
xavier led lighting,no 128 of lianfengxin road datangvillage dalingshan town dongguan cit y guangdong china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
suntime import export trade l of zhongshan xinda buiilding,no 23 qianzuo / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
shanghai goodluck stainless steel products,no 401 wusi village ping an town fengxian district shanghai china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
jiang xiding standard furniture,wannian village wannian village nancheng county fuzhou city jiangxi p rovince china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
vinopro industrial,rm 2101 new treasure centre 10ng fong street san po kong hong kong ho ng kong xianggang china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
ningbo hi tech zone skyey industrial and trade,rm 540 95business mansion 598 jiangnan rd ningbo chi na ningbo zhejiang china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
shenzhen linex technology,116 minzhi street longhua district shenzhen city guangdong china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
quanzhou yc store fixtrue,5f a3 xinxiang building yunlu road quanzhou fujian china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
of ot yiwu drink paper products lt,oocl logistics china ltd ningbo branch o/b of ot-yiwu drink paper products co ltd / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
zibo import export developme,east of zhaolu village gaocheng to gaoqing zibo shandong / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
of shanxi hongyi glassware,far east brokers hk ltd o/b of shanxi hongyi glassware co ltd xiliuzhi qixian shanxi china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
best gift housewares,no 701 building 21 cuijingbeili tongzhou district beijing china tell 010-56122871 / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
yiwu paiqiang jewelry,3f no 30 gaoxin east road economic development zone yiwu zhejiang 322000 china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
wuyi jinzheng kitchenware,niqiao industrial zone tongqin town wuyi county jinhua city / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
wenzhou sd bags,no 162 longzhou 4th rd longgang town wenzhou china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
fujian anxi walden crafts,guangde idustrial zone anxi fujian china anxi cn / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
logifos,17frc005227 zone distri port - porte de l asie avenue de shanghai - bat b3 / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
yangjiang keyhome hardware factory,no 25 5th yongxing road yangdong guangdong china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
sirtec international,no 111 shaxin rd tangxia town dongguan city guangdong / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
shanxi abest trade,rm2903 floor 29 unit1 bld4 dongshen yuan no 125 xuefu st taiyuan shanxi china taiyuan cn / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
cq jianli glassware,qingping town hechuan / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
xingyuan sports equipment,lingang economic and technological development zone weihai china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
suntime import export trade,of zhongshan east wing 4th floor room 6 zhangqi building no 51 kangle avenue torch development zone zhongshan city guangdong / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
yuyao hengwei plastic,18th west zhengxiang industrial area ditang street yuyao city zhejiang / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
ningbo wonderful industrial and trade3rd,floor of bo bang mansion rd1299 of juxian national high-techningbo zhejiang cn / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
dongguan velimi electronic technolo yuan wu bian yong king,buildingroom705 nancheng district dongguan citychina / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
ningbo taiyuan tools measuring tools,no 188 beixing road mazhu industrial park yuyao city zhejiang province china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
fuzhou magic home,22k block a huakaifugui no 8 dongda rd fuzhou cn / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
zhongshan cheers electronicsco,no 3 5 haijing industrial area shiqi district zhongshan city guangdong province china zhongshan city cn / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
fhpee engineered products,lish economic development zone fushun cn / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
zhangjiagang tianlun hardhare tools manufacture lt,d no 22 xinle road jiangsu china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
ningbo jiangbei dollar general internationala industrial,no 65 lane 225 kaiyuan road jiangbei district ningbo / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
ningbo v help import export,rm 706 6 building no 66 xingning rd ningbo china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
zhongshan jumpin electrical,weihai road nantou town zhongshan city guangdong cn / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
zhongshan rikon electric appliances,floor 2-4 buid no 5 tianrun sheng xing indu park dongfu road zs china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
sunway industrial,fl2 bldg3 paibang brickfied industry silian rd henggang shenzhen cn / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
landmark dalian international trade,room 301 shengxia industrial and trading ia-23-4 dalian free zone liaoning china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
hangzhou jiayu trade,yanjiang county xinjie town xiaoshan district hangzhou / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
zhejiang tangsong shaoxing wine industrial,no 3999 kenan rd keyan street keqiao shaoxing zhej iang china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
dongguan darllan furniture,dalingshan town dongguan gd china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
sourgistics intrl sourcing suzhou,room604 wisdom valley 639 west qingfeng road kunshan cn / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
cairnmuir,cairnmuir road / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
zhongshan lafeiku electronics,l 2nd floor no 3-5 haijing industrial area shiqi district zhongshan china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
shenzhen long sheng shang mao,1414 room centre of jiazhaoye shen nan road luohu district shenzhen cn / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
zhejiang jopay kitchenware,no 2680 dongsheng east road baiyangdu area wuyi / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
welford industries,rm 1909 asia trade centre 79 lei muk road kwai chung new territories hk / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
jiangmen pioneer import export,no 28 penglai road jiangmen guangdong china cn / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
shenzhen xindesheng trade,room 2820 manyu building changfeng chunfeng road luohu district shenzhen china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
fuzhou me can home decor,no 188 chaoqian village hongwei country minhou county fuzhou city fujian china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
shenzhen hoowell import export,room 2203 0 5 22th floor block a liwan buildin g no 0101 qianhai rd shenzhen cn / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
izgu holdings group,limited add 2903 no 21 haiwen rd zhujiang new town tianhe guanghou china / China,China,"Black Tea (Fermented/Partly, <3kg packages) | Grape wines, sparkling",220410 | 90230,,,,,,,,,,
guangzhou huadu biaozhi kaukko handbag factory,no 2 east middle street henan road jiahewanggang baiyun guangzhou / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
taiyuan trust homeware,no 0602 unit 1 bldg 1 rongxing tianping plot no 67 shengli west street taiyuan shanxi china taiyuan cn / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
jartex shanghai,room 2205 no 2 lane 388 zhongjiang shanghai china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
chateau de cabriac michele de,cibeins cibeins / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
shanxi huiya sage glassware,jiuji qixian county jin zhong sx china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
nantong feiyangshun import export,no 123 xinlai road haian jiangsu 226600 china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
hangzhou wideeep industries,no 13 hongda road xingwang industrial area yunhe tow hangzhou zhejiang cn / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
ningbo jida manufacturing trade,no 1 xing yong road ningbo zhejiang cn / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
taizhou huangyan toursun plastic ve,bailongao jiangkou huangyan taizhouzhejiang china / China,China,"Grape wines, sparkling",220410,,,,,,,,,,
m/s asahi breweries,23-1 azumabashi 1-chome sumida-kutokyo 130-8602 japanjapan / China,China,Beer made from malt,220300,,,,,,,,,,
ningbo master international trade c,no 626 jinshan rd jiangbei district ningbo zj china / China,China,Beer made from malt,220300,,,,,,,,,,
m/s tsingtao brewery,limit ed 56 deng zhou road qingdaochina / China,China,Beer made from malt,220300,,,,,,,,,,
hefei hualing,176 jin xiu road hefei economic and technological development area hefei anhui 230601 china hefei / China,China,Beer made from malt | Sweetened Cocoa Powder,180610 | 220300,,,,,,,,,,
guangdong huaxing glass,wuzhuang luocun nanhai foshan gd china / China,China,Beer made from malt | Lactose Sugar (Less than 99% Purity),170219 | 220300,,,,,,,,,,
ningbo master international trade,no 626 jinshan road jiangbei district ningbo city zhejiang china zhejiang china cn / China,China,Beer made from malt,220300,,,,,,,,,,
tsingtao brewery,qingdao 1601 may 4th square hongkong road c china / China,China,Beer made from malt,220300,,,,,,,,,,
harbin shengjinchang trade economic,harbin city china xiangfang dist heping road 81-2 heilongjiang province / China,China,Beer made from malt,220300,,,,,,,,,,
talos holdings,longxi industrial zone / China,China,Beer made from malt,220300,,,,,,,,,,
xiao xian bestare business,ruihao garden west section of huaihai road longcheng town xiaoxian suzhou anhui china 235200 / China,China,Beer made from malt,220300,,,,,,,,,,
zhejiang cathaya light products and textiles i/e,16f 105 tiyuchang road hangzhou zhejiang china / China,China,Beer made from malt,220300,,,,,,,,,,
zhejiang cathaya light prod textile,16f 105 tiyuchang road hangzhou cn hangzhou cn / China,China,Beer made from malt,220300,,,,,,,,,,
harbin shengjinchangh trade economic,harbin city 81-2 heping road xiangfang dist heilongjiang province / China,China,Beer made from malt,220300,,,,,,,,,,
new dynamic industrial,104 p15 packing area hunan cheng pinghu shenzhen 518112 / China,China,Beer made from malt,220300,,,,,,,,,,
zhejiang cathaya light products and textilesimport exportco,16f 105 tiyuchang road hangzhou cn hangzhou cn / China,China,Beer made from malt,220300,,,,,,,,,,
dalian yongsheng metal structure,no 88 guangming road ganjingzi dalian ln china 116031 / China,China,Beer made from malt,220300,,,,,,,,,,
shandong hg machinery,dianliu industrial zone licheng district jinan cn / China,China,Beer made from malt,220300,,,,,,,,,,
beijing beer asahi,north no 1 road beijing cn / China,China,Beer made from malt,220300,,,,,,,,,,
caoxian zhongyi wooden,zhengzhuang industry park caoxian heze city shandong china / China,China,Bamboos used primarily for plaiting | Beer made from malt,140110 | 220300,,,,,,,,,,
shandong meto beer equipmentco,jingshi road huaiyin district jinancity shandong province china / China,China,Beer made from malt,220300,,,,,,,,,,
beijing yanjing brewery,no 9 shuanghe road shunyi district beijing china / China,China,Beer made from malt,220300,,,,,,,,,,
taizhou gaowei machinery,longxi industrial zone yuhuan county taizhou city chian / China,China,Beer made from malt,220300,,,,,,,,,,
beijing yanjing beer group,corporat no 9 shuang he road shunyi dist beijing china / China,China,Beer made from malt,220300,,,,,,,,,,
shindy electronics technology,no 3 xingsheng road beian zone huangjiang town guangdong dongguan cn / China,China,Beer made from malt,220300,,,,,,,,,,
joyfu precision casting shantou,daitou village haojiang district guangdong shantou cn / China,China,Beer made from malt,220300,,,,,,,,,,
wenzhou sunrise trade,floor 5th wenzhou international ta obaocity / China,China,Beer made from malt,220300,,,,,,,,,,
xuzhou clever trade,no 1 pixin road jiangsu china / China,China,Beer made from malt,220300,,,,,,,,,,
ningbo prolin import export,no215 guang-an road haishu districtningbo china / China,China,Beer made from malt,220300,,,,,,,,,,
taizhou sinohere industrial trade,taizhou industry area taizhou zhejiang china 318000 / China,China,Beer made from malt,220300,,,,,,,,,,
yancheng kingasia international tra,201-202 building 20 shengshi huacheng qingnian west road / China,China,Beer made from malt,220300,,,,,,,,,,
yancheng foreign trade,12th east yanhe road yanchng jiangsu 224005 cn / China,China,Beer made from malt,220300,,,,,,,,,,
jj sunrise inc,68 zhenzhuang road agricultural development zone wenzhou city 325000 china / China,China,Beer made from malt,220300,,,,,,,,,,
foshan foryouimportexp trade,rm1101 tower 2 new ginza plaza no 61 mid-guizhou ave rongguishunde foshan guangdong china / China,China,Beer made from malt,220300,,,,,,,,,,
ningbo bestlite electric,chalu industrial zone ningbo 33 315606 cn / China,China,Beer made from malt,220300,,,,,,,,,,
ningbo chance international trade c,room 507 no 23 tianhe no 148 south kangzhuang / China,China,Beer made from malt,220300,,,,,,,,,,
yule hardware mfg,dongcai road xianyi manchang ind ave caitang chaoan town gd chaozhou 515644 china / China,China,Beer made from malt,220300,,,,,,,,,,
tianjin xinjingpeng international trade,11 3 101 yunshui garden tanjiang rd hexi tianjin city china / China,China,Beer made from malt,220300,,,,,,,,,,
topstar industries,1108 business center of bantian group west changfa road shenzhen cn / China,China,Beer made from malt,220300,,,,,,,,,,
ningbo goldentime import export lt,beijing kang jie kong international cargo agent co ltd ningbo branch o/b ningbo goldentime import export co ltd- / China,China,Beer made from malt,220300,,,,,,,,,,
caoxian shangdu arts and crafts,pulianji town / China,China,Beer made from malt,220300,,,,,,,,,,
guangzhou yongli glass ceramic wa dragon boat west,road yayao new village huadu district guangzhou city china / China,China,Beer made from malt,220300,,,,,,,,,,
zhuhai long partner technology,code 519060 5 pingxi 7th road nanping industrial park zhuhai guangdong china / China,China,Beer made from malt,220300,,,,,,,,,,
yuntianhua united commerce,no 1417 dianchi road kunming yunnan kunming cn / China,China,Beer made from malt,220300,,,,,,,,,,
taizhou huangyan jantop plastic factory,south industrial area huangyan taizhou zhejiang china taizhou china / China,China,Beer made from malt,220300,,,,,,,,,,
ningbo hooleesh international,room 204 no 220 baihe new village / China,China,Beer made from malt,220300,,,,,,,,,,
jxc gifts,no 1 pinghu road shenzhen china / China,China,Beer made from malt,220300,,,,,,,,,,
shenzhen honry ann international 4th,floor a3 building zhongcheng zone shanglingpai village dalang agency longhua district shenzhen / China,China,Beer made from malt,220300,,,,,,,,,,
tianjin east sunshine industrial,room 2010 e unit zhuqueyuefu building zhuque avenue tianjin china / China,China,Beer made from malt,220300,,,,,,,,,,
grand hardware manufacturing lt,no 546 zhitang rd chumen town yuhuan county taizhou china / China,China,Beer made from malt,220300,,,,,,,,,,
changzhou newerimport exportco,301 tongjiang middle road xinbei district changzhou jiangsu china 213022 / China,China,Beer made from malt,220300,,,,,,,,,,
zoucheng jajaja daily necessities c,no 199 lanji road zoucheng city binzhou / China,China,Beer made from malt,220300,,,,,,,,,,
bsm ltd,beijing kang jie kong international cargo agent co ltd ningbo branch o b bsm enterprise ltd min an / China,China,Beer made from malt,220300,,,,,,,,,,
shznxi yijiali trade,no 21 victory east road taiyuan cn / China,China,Beer made from malt,220300,,,,,,,,,,
shanghai bosun trade,rm 3005 3f bldg 1 no 815 dongdamingrd shanghai china / China,China,Beer made from malt,220300,,,,,,,,,,
suzhou baocheng industries,dongwu industries park wuzhong economic development zone suzhou china suzhou / China,China,Beer made from malt,220300,,,,,,,,,,
ningbo jiangbei golden mateimport exportco,no 65 lane 225 kaiyuan road jiangbei district ningbo china / China,China,Beer made from malt,220300,,,,,,,,,,
hoshizaki suzhou,no 15 qingqiu street suzhou industrial park suzhou china / China,China,Beer made from malt,220300,,,,,,,,,,
avic sanxin,17th flor xinbaohui building nanyouroad nanshan district shenzhen cn / China,China,Beer made from malt,220300,,,,,,,,,,
ningbo king tech industries,no 704 705 luyuan building no 588 canghai road ningbo china / China,China,Beer made from malt,220300,,,,,,,,,,
tsingtaobeewery,56 dengzhou road qingdao china / China,China,Beer made from malt,220300,,,,,,,,,,
zhejiang leyuan biology engineering,deqing county qianlong development zone zhejiang province / China,China,Other Non-Alcoholic Beverages (Excl. Beer & Juices),220299,,,,,,,,,,
foshan shuokeli food,songxia industrial park indus road / China,China,Other Non-Alcoholic Beverages (Excl. Beer & Juices),220299,,,,,,,,,,
fresh world,pingtung 1f no 2 zhongzheng rd chaozhou township / China,China,"Non-Citrus Jams, Jellies, Purees & Pastes | Other Non-Alcoholic Beverages (Excl. Beer & Juices)",200799 | 220299,,,,,,,,,,
southland trade ltd,room 2107 no 159 taohua street gua / China,China,Other Non-Alcoholic Beverages (Excl. Beer & Juices),220299,,,,,,,,,,
suzhou houssy drinks,no 102 weixi rd suzhou industrial / China,China,Other Non-Alcoholic Beverages (Excl. Beer & Juices),220299,,,,,,,,,,
shanggao richwant trading,hejianao aoyang town shanggao cou / China,China,Other Non-Alcoholic Beverages (Excl. Beer & Juices),220299,,,,,,,,,,
shenzhen jinpeng exp imp,china o/b youpin foods trading room 103 no 43 of damenfan shenzhen cn / China,China,"Other Non-Alcoholic Beverages (Excl. Beer & Juices) | Sugar Confectionery (No Cocoa, Excl. Chewing Gum)",170490 | 220299,,,,,,,,,,
shandong shangshantang biotechnology,no 2 fuqian street weihai city shan / China,China,Other Non-Alcoholic Beverages (Excl. Beer & Juices),220299,,,,,,,,,,
guangzhou premium trading,room 1703 b block r f full square / China,China,Other Non-Alcoholic Beverages (Excl. Beer & Juices),220299,,,,,,,,,,
taishan aghg aloe products,368 hailong district xialang sijiu town / China,China,"Ice, snow and potable water not sweetened or flavoure",220190,,,,,,,,,,
henan shuoman machinery equipment,no 19 north of hall 2 kangzhuang sanitary ware wholesale market baisha town zhengzhou / China,China,"Ice, snow and potable water not sweetened or flavoure",220190,,,,,,,,,,
yuyao xishuashua cleaning tools,no 6 yuzhou road fengshan street yuyao zhejiang 315400 cn / China,China,"Ice, snow and potable water not sweetened or flavoure",220190,,,,,,,,,,
zhejiang new continent trade,6/f no 266 xihu hangzhou china / China,China,"Ice, snow and potable water not sweetened or flavoure",220190,,,,,,,,,,
shanghai inter cooperation,room 301 building b orient inte rnational plaza 85 loushanguan roa d shanghai 200336 p r china 0086 / China,China,"Ice, snow and potable water not sweetened or flavoure",220190,,,,,,,,,,
nanjing muhua import export trade aegean bay garden,01 building 303 nanjing js china / China,China,"Ice, snow and potable water not sweetened or flavoure",220190,,,,,,,,,,
harbin zhongcheng science and technology,96 xinping st pi ngfang district harbin / China,China,"Ice, snow and potable water not sweetened or flavoure",220190,,,,,,,,,,
sino star industrial,on dak industrial building no 2-6 wah sing street kwai chung / China,China,"Ice, snow and potable water not sweetened or flavoure",220190,,,,,,,,,,
dingrun international,imited a-d 13/f jiaxiang building 216 hanguang s rd xi an china / China,China,"Ice, snow and potable water not sweetened or flavoure",220190,,,,,,,,,,
jory international,2002 yongbang plaza no 188 taian miroad / China,China,"Ice, snow and potable water not sweetened or flavoure",220190,,,,,,,,,,
heilongjiang sida agricultural-by products,jixian country fuli zhen baowei raod 44-3 shuangyashan city cn / China,China,"Ice, snow and potable water not sweetened or flavoure",220190,,,,,,,,,,
ningbo peaceportimport exportco,4-5th fl tianyuan bldg no 9 south jiefang road ningbo zhejiang 315000 cn / China,China,"Ice, snow and potable water not sweetened or flavoure",220190,,,,,,,,,,
enjoy outdoor international,zhangjiaxi village qiaotouhu streetninghai ningbo anhui china / China,China,"Ice, snow and potable water not sweetened or flavoure",220190,,,,,,,,,,
huaian want want foods,no 21 want want road qinghe new district huaian jiangsu china / China,China,"Ice, snow and potable water not sweetened or flavoure",220190,,,,,,,,,,
shanghai totole food,southern side of no 13 bridge caoan rd shanghai p r c 201812 china / China,China,Mineral and aerated waters not sweetened or flavoured,220110,,,,,,,,,,
shanghai tohzen trade,no 501 jinyuan four rd bridge 12 shanghai china / China,China,Mineral and aerated waters not sweetened or flavoured,220110,,,,,,,,,,
beijing shanhai international trade,no 6 beixing east road beijing cn / China,China,Mineral and aerated waters not sweetened or flavoured,220110,,,,,,,,,,
century distribution systems,shenzhen ltd o b synergy shoe company 12-1 no 137 hua mei west street / China,China,Food preparations nes,210690,,,,,,,,,,
cj haide ningbo biotech,799 fengxiang rd xiepu zhenhai ningbo 315204 p r china / China,China,"Food preparations nes | Seed, Kentucky blue grass, for sowing",120924 | 210690,,,,,,,,,,
hainan qinfu foods,no 320 wenqing road new urban qing wenchang hi 571300 china / China,China,"Food preparations nes | Olive oil, fractions, refined, not chemically modifie",150990 | 210690,,,,,,,,,,
ahcof international development,sunon plaza no 389-399 jinz hai road hefei anhui china / China,China,Food preparations nes | Glucose including syrup of 20%-50% dry weight fructos,170240 | 210690,,,,,,,,,,
hainan xiangtai fishery,lim south of yutang road laocheng develhaikou hi 570000 china / China,China,"Food preparations nes | Olive oil, fractions, refined, not chemically modifie",150990 | 210690,,,,,,,,,,
ningbo dalton machinery ind,cs8 area far east industrial park yningbo 33 315000 china / China,China,Food preparations nes,210690,,,,,,,,,,
hainan golden spring foods,the industrial zone of guilinyang ehaikou hi china / China,China,"Food preparations nes | Olive oil, fractions, refined, not chemically modifie",150990 | 210690,,,,,,,,,,
koasa shanghai trade,room 702 zhaoyi science parks no 18shanghai 31 20000 china / China,China,"Food preparations nes | Malt, not roasted",110710 | 210690,,,,,,,,,,
shandong yuxin bio-tech,shandong boxing economic development zone boxing county / China,China,Food preparations nes,210690,,,,,,,,,,
ningbo hd foods,jiuqing village dancheng ningbo 33 315700 cn / China,China,"Food preparations nes | Salmon prepared or preserved, not minced",160411 | 210690,,,,,,,,,,
shandong xinnuo trading,north datong road tengzhou city shandong / China,China,Food preparations nes,210690,,,,,,,,,,
zhanjiang shuanghu food,lim no 2 industrial south road bainipo zhanjiang gd 524000 china / China,China,Food preparations nes | Prepared Olives (Excludes Frozen/Vinegar),200570 | 210690,,,,,,,,,,
ningbo rejoice i/e,rm 402 unit 4 north bank fortune centre jiangbei ningbo 315020 china / China,China,Food preparations nes,210690,,,,,,,,,,
jintown ltd,o rongcheng baoshi fisheries co ltd no 140 longteng north road shidao rongcheng city / China,China,Food preparations nes | Preserved Cuttlefish & Squid (Frozen/Dried/Salted/Brined),210690 | 30749,,,,,,,,,,
tianjin apcimport exportco,no 188 jiefang north road tianjin 300000 cn / China,China,Food preparations nes,210690,,,,,,,,,,
sumec textile and light industrial,198 changjiang road nanjing china / China,China,Food preparations nes,210690,,,,,,,,,,
hainan natural seafoods,no 21 haiyu west line xiuying dist haikou hainan china 570000 / China,China,"Food preparations nes | Olive oil, fractions, refined, not chemically modifie",150990 | 210690,,,,,,,,,,
shandong xinnuo trading ltdnorth datong road tengzhou city shandong province china,/ China,China,Food preparations nes,210690,,,,,,,,,,
dandong borui trade,no 1-4-11 jianshe road qianyang donggang dandong liaoning china / China,China,Food preparations nes,210690,,,,,,,,,,
hangzhou mingxuan sanitary products,no 1227 west yucai road fuchun street fuyang city zhejiang / China,China,Food preparations nes,210690,,,,,,,,,,
eminent palace international,unit 2209 22-f wu chuang house 213 queen s road east wanchai hongkong china cn / China,China,Food preparations nes,210690,,,,,,,,,,
exito electronics,oocl logistics china limited powerline products huizhou co ltd on behalf of exito electronics co ltd baoxin industrial zone hong kong / China,China,Food preparations nes,210690,,,,,,,,,,
naturaline,rm 2-630 no 1093 luyuan south st tongzhou district beijing cn 101125 cn / China,China,Food preparations nes,210690,,,,,,,,,,
zhanjiang join wealth aquatic produ north ruiyun,rd mazhang zhanjiang guangdong 524094 china fda food f registration number 11440171260 / China,China,Food preparations nes,210690,,,,,,,,,,
zhenjiang lehwa chem-ind ltd,zhenjiang city no 69 jiefang road jiangsu province / China,China,Food preparations nes,210690,,,,,,,,,,
rich products (suzhou),75 suhong west road suzhou industrial park suzhou / China,China,Food preparations nes,210690,,,,,,,,,,
ningbo zhengyu fasteners,no 181miaoqianshan road daqi town beilun district ningbo china / China,China,Food preparations nes,210690,,,,,,,,,,
hangzhou metek,rooms 302 1 bldg 1276 dongliu rd changhe street binjiang district hangzhou china / China,China,Food preparations nes,210690,,,,,,,,,,
ups scs china ningbo bran,as agent for those listed on the attached rider monday beauty limited 8 f pioneer place 33 hoi ningbo / China,China,Food preparations nes,210690,,,,,,,,,,
hangzhou yunong import export c,shimeng gaohong linan zhejiang 00000 cn / China,China,Food preparations nes | Lactose Sugar (Less than 99% Purity),170219 | 210690,,,,,,,,,,
shandong yongsheng rubber group,no 8 guangkai road economic development zone dongying shandong china / China,China,Food preparations nes,210690,,,,,,,,,,
shandong guofeng rubber plastics,industry zone of zhengdong dawang tguangrao shandong / China,China,"Food preparations nes | Fructose, syrup > 50% fructose, not pure fructose",170260 | 210690,,,,,,,,,,
tianjin fohow technology,tianjin no 8 baozhong road economic development area baodi / China,China,Food preparations nes,210690,,,,,,,,,,
qingdao dongxiao enterprise,qingdao room 2301 2701 showing elevator unit2 no 36 m laoshan district / China,China,"Food preparations nes | Sugar nes, invert sugar, caramel and artificial honey",170290 | 210690,,,,,,,,,,
taizhou baolong foodstuffs,meixian village yongquan town linhai city taizhou zhejiang china / China,China,Food preparations nes | Lactose Sugar (Less than 99% Purity),170219 | 210690,,,,,,,,,,
fei bu shoes factory,1302 tian jun xuan g2 junjing garden tianhe district guangzhou china / China,China,Food preparations nes,210690,,,,,,,,,,
dalian guofu aquatic products and food,landian town zhuanghe city dalian china / China,China,Food preparations nes,210690,,,,,,,,,,
shandong anchi tyres,zhucheng economic development zone henger road shandong province china / China,China,Food preparations nes,210690,,,,,,,,,,
jinan a-food international,jinan po 250000 no 88 jingyi road / China,China,Food preparations nes,210690,,,,,,,,,,
guangdong yujia seafood,30 meters street hexi industrial z huazhou guangdong china 525100 / China,China,Food preparations nes,210690,,,,,,,,,,
m/s wuxi yueda gum base manufactur,e co ltd xitang qianzhou town wux i city china / China,China,Food preparations nes,210690,,,,,,,,,,
xiamen huison foods,1339 tongji road xiamen fj 361000 china / China,China,Food preparations nes,210690,,,,,,,,,,
shanxi credit magnesium,west 9f zhongjian building yudu main rd yuncheng cn / China,China,Food preparations nes,210690,,,,,,,,,,
shandong tianjiao biotech,shandong heze chenji industrial district / China,China,"Food preparations nes | Sugar nes, invert sugar, caramel and artificial honey",170290 | 210690,,,,,,,,,,
shenyang sunny lion equipment,l zhang xue shan no 16 yongxing street hongbin road yuhong sub-district yuhong district qingdao sd / China,China,Food preparations nes,210690,,,,,,,,,,
